Area,Room,Parking,Warehouse,Elevator,Address,Price
67,2,TRUE,TRUE,TRUE,Punak,2800000000
72,2,TRUE,TRUE,FALSE,Punak,2200000000
63,1,TRUE,TRUE,FALSE,Punak,2200000000
75,2,TRUE,TRUE,FALSE,Punak,2200000000
109,2,TRUE,TRUE,TRUE,Shahran,3500000000
122,2,TRUE,TRUE,TRUE,Aqdasieh,7000000000
70,1,TRUE,TRUE,TRUE,Central Janatabad,3100000000
60,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,2450000000
53,1,TRUE,TRUE,FALSE,East Ferdows Boulevard,1920000000
90,1,FALSE,TRUE,FALSE,Pakdasht KhatunAbad,850000000
72,2,TRUE,TRUE,TRUE,Amirieh,1650000000
74,2,TRUE,TRUE,TRUE,Amirieh,1700000000
88,3,FALSE,FALSE,TRUE,Parand,560000000
63,1,TRUE,TRUE,TRUE,Punak,2150000000
114,3,TRUE,TRUE,TRUE,Sattarkhan,5500000000
151,3,TRUE,TRUE,TRUE,Saadat Abad,10200000000
42,1,TRUE,FALSE,TRUE,Shahran,1760000000
74,2,TRUE,TRUE,TRUE,Amirieh,1700000000
88,3,FALSE,FALSE,TRUE,Parand,560000000
63,1,TRUE,TRUE,TRUE,Punak,2150000000
114,3,TRUE,TRUE,TRUE,Sattarkhan,5500000000
151,3,TRUE,TRUE,TRUE,Saadat Abad,10200000000
42,1,TRUE,FALSE,TRUE,Shahran,1760000000
300,3,TRUE,TRUE,FALSE,Baghestan,1500000000
110,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,3730000000
100,2,FALSE,FALSE,FALSE,Shahrake Qods,620000000
140,1,FALSE,FALSE,FALSE,Shahryar,580000000
70,2,TRUE,TRUE,TRUE,Northern Janatabad,3050000000
60,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,2000000000
76,2,TRUE,TRUE,TRUE,North Program Organization,2600000000
148,3,TRUE,TRUE,TRUE,Daryan No,5990000000
75,2,TRUE,TRUE,TRUE,North Program Organization,2300000000
40,1,TRUE,TRUE,FALSE,Pirouzi,1300000000
65,2,TRUE,TRUE,TRUE,Southern Program Organization,2270000000
140,3,TRUE,TRUE,TRUE,Rudhen,4000000000
110,2,TRUE,TRUE,TRUE,West Pars,4000000000
70,2,TRUE,FALSE,TRUE,Afsarieh,1650000000
128,3,TRUE,TRUE,TRUE,Marzdaran,6700000000
94,2,TRUE,TRUE,TRUE,Parand,580000000
67,1,TRUE,TRUE,TRUE,Punak,2300000000
75,1,TRUE,TRUE,TRUE,Shahrake Qods,650000000
130,2,TRUE,TRUE,TRUE,Dorous,16900000000
40,0,FALSE,FALSE,FALSE,Shahrake Qods,248000000
97,2,TRUE,TRUE,TRUE,Pardis,510000000
110,2,TRUE,TRUE,TRUE,Shahran,3850000000
150,3,TRUE,TRUE,TRUE,Sadeghieh,6000000000
75,2,FALSE,FALSE,FALSE,Chahardangeh,780000000
137,3,TRUE,TRUE,TRUE,ShahrAra,7200000000
85,2,TRUE,TRUE,TRUE,Parand,410000000
68,2,FALSE,TRUE,FALSE,Pakdasht,430000000
78,2,FALSE,TRUE,FALSE,Baqershahr,800000000
85,2,TRUE,TRUE,TRUE,Parand,545000000
100,2,TRUE,TRUE,FALSE,Parand,1280000000
71,2,TRUE,TRUE,TRUE,Punak,2800000000
140,3,TRUE,TRUE,TRUE,Gisha,11200000000
136,3,TRUE,TRUE,FALSE,Parand,750000000
48,1,FALSE,FALSE,FALSE,Jeyhoon,850000000
100,2,TRUE,TRUE,TRUE,Lavizan,3300000000
82,2,TRUE,FALSE,TRUE,Shams Abad,3280000000
120,3,TRUE,TRUE,TRUE,Fatemi,4800000000
139,3,TRUE,TRUE,TRUE,Gisha,7300000000
110,3,TRUE,TRUE,TRUE,Keshavarz Boulevard,3950000000
78,2,FALSE,FALSE,TRUE,Parand,370000000
79,2,FALSE,FALSE,FALSE,Baghestan,750000000
66,2,TRUE,TRUE,TRUE,Salsabil,1725000000
78,2,TRUE,TRUE,TRUE,Kahrizak,780000000
85,2,TRUE,TRUE,TRUE,Shahryar,1419000000
100,2,TRUE,TRUE,FALSE,Qarchak,1200000000
80,2,TRUE,TRUE,TRUE,Northren Jamalzadeh,3600000000
44,1,TRUE,TRUE,FALSE,Salsabil,1050000000
120,2,TRUE,TRUE,FALSE,Shahryar,1200000000
50,1,FALSE,TRUE,FALSE,Shahrake Qods,340000000
121,3,TRUE,TRUE,FALSE,Ostad Moein,3300000000
80,2,TRUE,TRUE,TRUE,Azarbaijan,2800000000
70,2,FALSE,TRUE,TRUE,Bahar,1200000000
160,1,FALSE,FALSE,FALSE,Qarchak,3600000
40,0,FALSE,FALSE,FALSE,Pakdasht,165000000
88,2,TRUE,TRUE,TRUE,Railway,2860000000
141,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,3810000000
140,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,1790000000
120,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,1530000000
66,2,FALSE,TRUE,FALSE,Beryanak,1000000000
70,2,TRUE,TRUE,TRUE,Punak,3500000000
75,2,TRUE,FALSE,TRUE,Heshmatieh,3000000000
70,2,FALSE,TRUE,TRUE,Elm-o-Sanat,1800000000
150,3,TRUE,TRUE,TRUE,Saadat Abad,20000000000
95,2,TRUE,TRUE,TRUE,Golestan,950000000
127,2,TRUE,TRUE,TRUE,Southern Janatabad,6000000000
123,3,TRUE,TRUE,TRUE,Shahr-e-Ziba,3700000000
63,2,TRUE,TRUE,TRUE,Southern Janatabad,2000000000
90,2,TRUE,TRUE,TRUE,Punak,3050000000
105,2,TRUE,TRUE,TRUE,Pardis,605000000
180,3,TRUE,TRUE,TRUE,Pasdaran,9900000000
120,3,TRUE,FALSE,TRUE,Pirouzi,3700000000
65,2,TRUE,TRUE,TRUE,Feiz Garden,2500000000
158,3,TRUE,TRUE,TRUE,Farmanieh,10480000000
144,3,TRUE,TRUE,TRUE,Chardivari,7632000000
144,3,TRUE,TRUE,TRUE,Punak,7632000000
130,3,TRUE,TRUE,TRUE,Gheitarieh,12300000000
245,3,TRUE,TRUE,TRUE,Farmanieh,26950000000
190,3,TRUE,TRUE,TRUE,Kamranieh,24300000000
63,2,TRUE,TRUE,TRUE,Central Janatabad,3000000000
75,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,2100000000
88,2,TRUE,FALSE,TRUE,Gholhak,4700000000
108,2,TRUE,TRUE,TRUE,Pasdaran,9180000000
117,2,TRUE,TRUE,TRUE,Islamshahr,1579500000
200,3,TRUE,TRUE,TRUE,Pasdaran,12000000000
65,1,TRUE,TRUE,FALSE,Pirouzi,1750000000
90,2,TRUE,TRUE,TRUE,Central Janatabad,3780000000
125,2,TRUE,TRUE,TRUE,Heravi,8100000000
140,3,TRUE,TRUE,TRUE,Heravi,9100000000
71,2,FALSE,TRUE,TRUE,Hashemi,1550000000
71,2,FALSE,TRUE,TRUE,Jeyhoon,1640000000
236,4,TRUE,TRUE,TRUE,Gheitarieh,20000000000
67,2,TRUE,TRUE,TRUE,Central Janatabad,2750000000
60,1,TRUE,TRUE,TRUE,Punak,1750000000
220,3,TRUE,TRUE,TRUE,Heravi,15400000000
44,1,TRUE,TRUE,FALSE,Andisheh,350000000
68,1,TRUE,TRUE,TRUE,Heravi,4115000000
100,2,TRUE,TRUE,TRUE,Pasdaran,8000000000
86,2,TRUE,TRUE,TRUE,Pardis,580000000
84,2,TRUE,TRUE,TRUE,Pardis,560000000
94,2,TRUE,TRUE,TRUE,Heravi,4800000000
55,1,FALSE,TRUE,FALSE,West Ferdows Boulevard,1550000000
113,2,TRUE,TRUE,TRUE,Saadat Abad,7500000000
71,2,TRUE,TRUE,TRUE,Islamshahr,630000000
70,2,TRUE,TRUE,FALSE,Dehkade Olampic,2000000000
200,3,TRUE,TRUE,TRUE,Golestan,2400000000
106,2,TRUE,TRUE,TRUE,Golestan,1100000000
320,4,TRUE,TRUE,TRUE,Saadat Abad,24000000000
114,2,TRUE,TRUE,TRUE,West Pars,3820000000
100,2,TRUE,TRUE,TRUE,Punak,6000000000
122,2,TRUE,TRUE,TRUE,Saadat Abad,5800000000
200,2,TRUE,TRUE,FALSE,Damavand,3500000000
154,3,TRUE,TRUE,TRUE,Saadat Abad,12300000000
210,3,TRUE,TRUE,TRUE,Pasdaran,15750000000
200,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,11000000000
65,1,TRUE,TRUE,TRUE,Southern Janatabad,3000000000
124,3,TRUE,TRUE,TRUE,Pirouzi,3968000000
83,2,TRUE,TRUE,TRUE,Republic,1909000000
270,4,TRUE,TRUE,TRUE,Farmanieh,37800000000
104,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,5700000000
150,3,TRUE,TRUE,TRUE,Zaferanieh,10490000000
103,3,TRUE,TRUE,TRUE,West Ferdows Boulevard,3200000000
48,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,1920000000
165,3,TRUE,TRUE,TRUE,Gheitarieh,12300000000
135,2,TRUE,TRUE,FALSE,Gheitarieh,7400000000
86,2,TRUE,TRUE,TRUE,Saadat Abad,6200000000
75,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,2350000000
58,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,1850000000
125,2,TRUE,TRUE,TRUE,Shahrake Gharb,21500000000
82,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,1886000000
58,2,TRUE,TRUE,TRUE,Shahran,2200000000
101,2,TRUE,TRUE,TRUE,Beryanak,2323000000
90,2,TRUE,TRUE,TRUE,Niavaran,6800000000
180,3,TRUE,TRUE,TRUE,Farmanieh,20700000000
132,3,TRUE,TRUE,TRUE,Gheitarieh,6250000000
81,2,TRUE,TRUE,TRUE,Valiasr,1863000000
153,3,TRUE,TRUE,TRUE,Pasdaran,13000000000
166,3,TRUE,TRUE,TRUE,Qalandari,12500000000
200,3,TRUE,TRUE,TRUE,Pasdaran,17000000000
113,2,TRUE,TRUE,TRUE,Pasdaran,8500000000
100,2,TRUE,TRUE,TRUE,Valiasr,2300000000
80,2,TRUE,TRUE,TRUE,Central Janatabad,3350000000
76,2,TRUE,TRUE,TRUE,Jeyhoon,2000000000
128,3,TRUE,TRUE,TRUE,Punak,5700000000
210,3,TRUE,TRUE,TRUE,Shahrake Gharb,27000000000
140,2,TRUE,TRUE,TRUE,Shahrake Gharb,12600000000
74,2,TRUE,TRUE,TRUE,Amir Bahador,1702000000
75,1,TRUE,TRUE,TRUE,Central Janatabad,3000000000
120,2,TRUE,TRUE,TRUE,Pasdaran,7500000000
120,2,TRUE,TRUE,TRUE,Pasdaran,7500000000
85,2,TRUE,TRUE,TRUE,Ekhtiarieh,5000000000
105,2,TRUE,TRUE,TRUE,Pardis,700000000
175,3,TRUE,TRUE,TRUE,Farmanieh,15600000000
170,3,TRUE,TRUE,TRUE,Farmanieh,15350000000
58,1,TRUE,TRUE,TRUE,Ekbatan,2810000000
75,2,TRUE,TRUE,TRUE,Parand,395000000
160,3,TRUE,TRUE,TRUE,Gheitarieh,15100000000
62,1,TRUE,TRUE,TRUE,Shahran,1850000000
93,2,TRUE,TRUE,TRUE,Rudhen,1450000000
75,2,TRUE,TRUE,TRUE,Islamshahr,715000000
86,2,TRUE,TRUE,FALSE,Islamshahr,1200000000
120,2,TRUE,TRUE,TRUE,Southern Program Organization,4260000000
95,2,TRUE,TRUE,TRUE,Andisheh,1500000000
70,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,2120000000
75,2,TRUE,TRUE,FALSE,East Ferdows Boulevard,2000000000
81,2,TRUE,FALSE,TRUE,Pardis,590000000
65,1,TRUE,TRUE,FALSE,West Ferdows Boulevard,1930000000
75,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,2730000000
106,2,TRUE,TRUE,FALSE,East Ferdows Boulevard,3150000000
115,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,4600000000
100,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,3000000000
118,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,4500000000
116,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,5100000000
76,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,2200000000
74,2,TRUE,TRUE,FALSE,East Ferdows Boulevard,2300000000
96,2,TRUE,TRUE,TRUE,Saadat Abad,4500000000
87,2,TRUE,TRUE,TRUE,Pardis,625000000
43,1,TRUE,TRUE,FALSE,Northern Janatabad,1620000000
155,3,TRUE,TRUE,TRUE,Niavaran,17050000000
53,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,1920000000
160,3,TRUE,TRUE,TRUE,Farmanieh,17600000000
78,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,2250000000
230,3,TRUE,TRUE,TRUE,Niavaran,25300000000
55,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,1850000000
120,2,TRUE,TRUE,FALSE,Saadat Abad,11700000000
78,2,TRUE,TRUE,TRUE,Southern Janatabad,3600000000
95,2,TRUE,TRUE,TRUE,Southern Janatabad,4400000000
170,3,TRUE,TRUE,TRUE,Gheitarieh,15400000000
175,3,TRUE,TRUE,TRUE,Shahrake Gharb,22750000000
115,3,TRUE,TRUE,TRUE,Punak,4500000000
113,2,TRUE,TRUE,TRUE,Punak,4300000000
85,2,TRUE,TRUE,TRUE,Punak,3380000000
140,3,TRUE,TRUE,TRUE,Saadat Abad,10000000000
90,2,TRUE,TRUE,TRUE,Saadat Abad,6500000000
63,1,TRUE,FALSE,FALSE,Punak,2200000000
75,2,TRUE,TRUE,TRUE,Central Janatabad,3220000000
130,3,TRUE,TRUE,TRUE,Punak,6240000000
91,2,TRUE,TRUE,TRUE,Punak,3350000000
121,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,3650000000
140,3,TRUE,TRUE,TRUE,Saadat Abad,15500000000
126,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,5500000000
450,2,TRUE,TRUE,FALSE,Absard,4200000000
500,2,TRUE,TRUE,FALSE,Absard,3900000000
110,1,TRUE,TRUE,TRUE,Pasdaran,6600000000
145,3,TRUE,TRUE,TRUE,Haft Tir,4700000000
81,2,TRUE,TRUE,TRUE,Shahrake Qods,810000000
64,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,2200000000
112,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,3680000000
192,3,TRUE,TRUE,TRUE,Marzdaran,12670000000
164,3,TRUE,TRUE,TRUE,Marzdaran,10000000000
135,3,TRUE,TRUE,TRUE,Pasdaran,8100000000
170,3,TRUE,TRUE,TRUE,Mahallati,9200000000
130,3,TRUE,TRUE,TRUE,Mahallati,5200000000
84,2,TRUE,TRUE,TRUE,Shahran,3400000000
82,2,TRUE,TRUE,TRUE,Shahran,3550000000
265,3,TRUE,TRUE,TRUE,Farmanieh,20000000000
60,1,TRUE,TRUE,TRUE,Southern Janatabad,1950000000
145,3,TRUE,TRUE,TRUE,Pasdaran,15500000000
65,1,FALSE,TRUE,TRUE,Southern Janatabad,2000000000
60,1,TRUE,TRUE,FALSE,Southern Janatabad,2280000000
63,2,TRUE,TRUE,TRUE,Southern Janatabad,2000000000
70,2,TRUE,TRUE,TRUE,Southern Janatabad,1950000000
92,2,TRUE,TRUE,TRUE,Feiz Garden,3900000000
98,2,TRUE,TRUE,TRUE,Pasdaran,7800000000
62,1,TRUE,TRUE,TRUE,Southern Janatabad,2280000000
65,1,TRUE,TRUE,TRUE,Punak,2900000000
90,2,TRUE,TRUE,TRUE,Ozgol,5000000000
59,2,TRUE,TRUE,TRUE,Southern Janatabad,1900000000
63,2,TRUE,TRUE,TRUE,Southern Janatabad,2000000000
60,2,TRUE,TRUE,TRUE,Southern Janatabad,2200000000
70,2,TRUE,TRUE,TRUE,Southern Janatabad,2500000000
60,1,TRUE,TRUE,TRUE,Southern Janatabad,2200000000
165,3,TRUE,TRUE,TRUE,Pasdaran,10500000000
135,2,TRUE,TRUE,TRUE,Zaferanieh,17500000000
65,1,TRUE,TRUE,TRUE,Southern Janatabad,2000000000
60,1,TRUE,TRUE,TRUE,Southern Janatabad,2250000000
60,1,TRUE,TRUE,TRUE,Southern Janatabad,2250000000
86,2,TRUE,TRUE,TRUE,Southern Janatabad,3600000000
109,2,TRUE,TRUE,TRUE,Heravi,6000000000
98,2,TRUE,TRUE,FALSE,Narmak,2842000000
80,2,TRUE,TRUE,TRUE,Central Janatabad,3120000000
143,3,TRUE,TRUE,TRUE,Gheitarieh,8860000000
95,2,TRUE,TRUE,TRUE,Saadat Abad,4550000000
86,2,TRUE,TRUE,TRUE,Punak,3700000000
160,3,TRUE,TRUE,TRUE,Gheitarieh,10000000000
200,3,TRUE,TRUE,TRUE,Pasdaran,16580000000
74,1,TRUE,TRUE,TRUE,Punak,3250000000
350,3,TRUE,TRUE,TRUE,Zaferanieh,52500000000
87,2,TRUE,TRUE,TRUE,Northern Janatabad,3550000000
82,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,3450000000
55,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,2490000000
148,3,TRUE,TRUE,TRUE,Ekhtiarieh,8400000000
55,1,TRUE,FALSE,TRUE,Shahr-e-Ziba,2020000000
100,2,TRUE,TRUE,FALSE,Southern Janatabad,3800000000
55,1,FALSE,TRUE,FALSE,West Ferdows Boulevard,1550000000
130,3,TRUE,TRUE,TRUE,Central Janatabad,5300000000
335,4,TRUE,TRUE,TRUE,Saadat Abad,33500000000
320,4,TRUE,TRUE,TRUE,Saadat Abad,40000000000
192,3,TRUE,TRUE,TRUE,Saadat Abad,19500000000
100,2,TRUE,TRUE,TRUE,Gheitarieh,8000000000
148,3,TRUE,TRUE,TRUE,Saadat Abad,14800000000
145,2,TRUE,TRUE,TRUE,Shahrake Gharb,14700000000
192,4,TRUE,TRUE,TRUE,Saadat Abad,22000000000
235,3,TRUE,TRUE,TRUE,North Program Organization,16450000000
225,3,TRUE,TRUE,TRUE,Heravi,15750000000
221,4,TRUE,TRUE,TRUE,Saadat Abad,25000000000
312,4,TRUE,TRUE,TRUE,Farmanieh,45000000000
188,3,TRUE,TRUE,TRUE,Ozgol,17672000000
170,2,TRUE,TRUE,TRUE,Farmanieh,12400000000
198,3,TRUE,TRUE,TRUE,Farmanieh,27720000000
80,2,TRUE,TRUE,TRUE,North Program Organization,3100000000
170,3,TRUE,TRUE,TRUE,Niavaran,18700000000
110,2,TRUE,TRUE,TRUE,Tajrish,6600000000
650,2,TRUE,TRUE,FALSE,Absard,5200000000
200,3,TRUE,TRUE,TRUE,Saadat Abad,12000000000
101,3,TRUE,TRUE,TRUE,Ekhtiarieh,6500000000
104,2,TRUE,TRUE,TRUE,Feiz Garden,3850000000
70,2,TRUE,TRUE,TRUE,Northern Janatabad,3200000000
76,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,2570000000
110,2,TRUE,TRUE,TRUE,Feiz Garden,4300000000
160,2,TRUE,TRUE,TRUE,Pasdaran,16200000000
179,3,TRUE,TRUE,TRUE,Dorous,13800000000
256,3,TRUE,TRUE,TRUE,Dorous,18500000000
90,2,TRUE,TRUE,TRUE,Feiz Garden,3850000000
77,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,2570000000
96,2,TRUE,TRUE,TRUE,Pasdaran,5600000000
75,1,TRUE,TRUE,TRUE,Central Janatabad,3250000000
79,2,TRUE,TRUE,TRUE,Abazar,3000000000
67,1,TRUE,TRUE,TRUE,Saadat Abad,3400000000
125,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,6400000000
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,1890000000
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,1890000000
91,2,TRUE,TRUE,TRUE,Saadat Abad,5400000000
105,2,TRUE,TRUE,TRUE,Parand,1417500000
66,2,TRUE,TRUE,TRUE,Ostad Moein,1585000000
86,2,TRUE,TRUE,TRUE,Southern Janatabad,3270000000
72,2,TRUE,TRUE,FALSE,Northern Janatabad,2380000000
148,2,TRUE,FALSE,TRUE,Koohsar,4500000000
84,2,TRUE,TRUE,TRUE,Saadat Abad,4600000000
128,2,TRUE,TRUE,TRUE,Niavaran,12800000000
65,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,3900000000
140,3,TRUE,TRUE,TRUE,Pasdaran,11800000000
115,2,TRUE,TRUE,TRUE,Ekhtiarieh,7400000000
105,2,TRUE,TRUE,TRUE,Saadat Abad,5700000000
87,2,TRUE,TRUE,TRUE,Pardis,650000000
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,1890000000
60,1,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,875000000
68,1,TRUE,TRUE,TRUE,Southern Program Organization,2630000000
49,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,2200000000
103,2,TRUE,TRUE,TRUE,Hekmat,9270000000
55,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,2200000000
140,3,TRUE,TRUE,TRUE,Punak,7700000000
257,4,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,12850000000
82,2,TRUE,TRUE,TRUE,Punak,4018000000
167,3,TRUE,TRUE,TRUE,Punak,10688000000
53,1,FALSE,TRUE,FALSE,West Ferdows Boulevard,1640000000
51,1,FALSE,TRUE,FALSE,West Ferdows Boulevard,1550000000
54,1,TRUE,TRUE,FALSE,West Ferdows Boulevard,2130000000
82,2,TRUE,TRUE,TRUE,Sattarkhan,4100000000
75,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,2800000000
98,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,4520000000
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,1890000000
70,1,TRUE,TRUE,TRUE,Niavaran,5600000000
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,1890000000
64,1,TRUE,TRUE,TRUE,Ekbatan,3700000000
85,2,TRUE,TRUE,TRUE,Jeyhoon,2100000000
48,1,FALSE,TRUE,FALSE,Parastar,980000000
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,1890000000
246,3,TRUE,TRUE,TRUE,Ekhtiarieh,22500000000
168,3,TRUE,TRUE,TRUE,Gheitarieh,14000000000
280,4,TRUE,TRUE,TRUE,Saadat Abad,38500000000
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,1890000000
84,2,TRUE,TRUE,TRUE,Pardis,680000000
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,1890000000
108,2,TRUE,TRUE,TRUE,Gisha,5180000000
62,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,2580000000
70,2,TRUE,TRUE,TRUE,Southern Janatabad,3370000000
180,3,TRUE,TRUE,TRUE,Pasdaran,9900000000
135,3,TRUE,TRUE,TRUE,Abazar,6480000000
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,1890000000
108,2,TRUE,TRUE,TRUE,Farmanieh,6200000000
91,2,TRUE,TRUE,TRUE,Ekhtiarieh,5180000000
120,2,TRUE,TRUE,TRUE,Gheitarieh,8900000000
112,2,TRUE,TRUE,FALSE,Gheitarieh,7500000000
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,1890000000
123,2,TRUE,TRUE,TRUE,Pirouzi,4059000000
69,2,TRUE,TRUE,TRUE,Pirouzi,1800000000
400,5,TRUE,TRUE,FALSE,Lavasan,85000000000
660,5,TRUE,TRUE,FALSE,Lavasan,55000000000
66,1,TRUE,FALSE,TRUE,Pirouzi,1850000000
80,2,TRUE,TRUE,TRUE,Ostad Moein,2150000000
44,1,TRUE,TRUE,FALSE,Pirouzi,880000000
180,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,9360000000
164,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,9840000000
213,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,14484000000
100,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,3400000000
